"pay_month","user_id","game_name","total_revenue","new_paid_users","new_mrr","churned_users","churned_revenue","expansion_mrr","contraction_revenue","back_from_churt_revenue","previous_paid_month","pervious_month","language","has_older_device_model","age"
2022-11-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,22.14,,,F9Jtg6+0qPUKWDgBJxG8cA==,,,,22.14,2022-08-01,2022-10-01,ru,false,18
2022-09-01,FbbhrtuL39vfmatF2ObVfA==,game 3,42.60,FbbhrtuL39vfmatF2ObVfA==,42.60,,,,,,,2022-08-01,uk,false,16
2022-10-01,FbbhrtuL39vfmatF2ObVfA==,game 3,114.09,,,,,71.49,,,2022-09-01,2022-09-01,uk,false,16
2022-11-01,FbbhrtuL39vfmatF2ObVfA==,game 3,112.86,,,,,,-1.23,,2022-10-01,2022-10-01,uk,false,16
2022-12-01,FbbhrtuL39vfmatF2ObVfA==,game 3,14.67,,,FbbhrtuL39vfmatF2ObVfA==,,,-98.19,,2022-11-01,2022-11-01,uk,false,16
2022-04-01,fCdEizmUtnjNYQLbx81H8g==,game 3,18.12,fCdEizmUtnjNYQLbx81H8g==,18.12,fCdEizmUtnjNYQLbx81H8g==,,,,,,2022-03-01,ru,false,16
2022-06-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,19.98,fDgyPW0yy0+9ietMvl0vmA==,19.98,,,,,,,2022-05-01,ru,false,18
2022-07-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,32.94,,,,,12.96,,,2022-06-01,2022-06-01,ru,false,18
2022-08-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,65.34,,,,65.34,32.40,,,2022-07-01,2022-07-01,ru,false,18
2022-11-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,34.71,,,fDgyPW0yy0+9ietMvl0vmA==,,,,34.71,2022-08-01,2022-10-01,ru,false,18
2022-09-01,FfphIhReAA2romBynjqxqw==,game 3,70.80,FfphIhReAA2romBynjqxqw==,70.80,FfphIhReAA2romBynjqxqw==,,,,,,2022-08-01,uk,false,19
2022-12-01,fFqrZjaytcDUnW57W7PRJA==,game 3,76.14,fFqrZjaytcDUnW57W7PRJA==,76.14,fFqrZjaytcDUnW57W7PRJA==,,,,,,2022-11-01,uk,false,22
2022-09-01,FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,14.88,FgwYf9VO+gnaxZ7EXY0CkQ==,14.88,,14.88,,,,,2022-08-01,uk,false,39
2022-11-01,FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,13.29,,,FgwYf9VO+gnaxZ7EXY0CkQ==,,,,13.29,2022-09-01,2022-10-01,uk,false,39
2022-11-01,fH7uxifYBCx0TULRrcqajg==,game 3,15.51,fH7uxifYBCx0TULRrcqajg==,15.51,,,,,,,2022-10-01,uk,false,23
2022-12-01,fH7uxifYBCx0TULRrcqajg==,game 3,18.36,,,fH7uxifYBCx0TULRrcqajg==,,2.85,,,2022-11-01,2022-11-01,uk,false,23
2022-05-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,24.36,FLqAK4qKiMkvlLBgGwbBnQ==,24.36,,24.36,,,,,2022-04-01,ru,false,31
2022-08-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,53.28,,,,,,,53.28,2022-05-01,2022-07-01,ru,false,31
2022-09-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,44.70,,,,,,-8.58,,2022-08-01,2022-08-01,ru,false,31
2022-10-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,16.05,,,FLqAK4qKiMkvlLBgGwbBnQ==,,,-28.65,,2022-09-01,2022-09-01,ru,false,31
2022-10-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,15.48,FnaqKQlPHm2pH1+S+K+Gfg==,15.48,,,,,,,2022-09-01,uk,false,19
2022-11-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,37.20,,,,,21.72,,,2022-10-01,2022-10-01,uk,false,19
2022-12-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,23.85,,,FnaqKQlPHm2pH1+S+K+Gfg==,,,-13.35,,2022-11-01,2022-11-01,uk,false,19
2022-08-01,fNc4x9raJu2OBcbtEloM7A==,game 3,15.84,fNc4x9raJu2OBcbtEloM7A==,15.84,fNc4x9raJu2OBcbtEloM7A==,,,,,,2022-07-01,ru,false,35
2022-10-01,fq8oNQ55zdVqL3GK0IjuYg==,game 3,31.74,fq8oNQ55zdVqL3GK0IjuYg==,31.74,fq8oNQ55zdVqL3GK0IjuYg==,,,,,,2022-09-01,uk,false,25
2022-04-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,26.28,Fqu+/F0rn1G4YP3f3yHA1Q==,26.28,,,,,,,2022-03-01,uk,false,21
2022-05-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,20.73,,,,20.73,,-5.55,,2022-04-01,2022-04-01,uk,false,21
2022-07-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,36.66,,,,36.66,,,36.66,2022-05-01,2022-06-01,uk,false,21
2022-09-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,29.34,,,,,,,29.34,2022-07-01,2022-08-01,uk,false,21
2022-10-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,33.69,,,,,4.35,,,2022-09-01,2022-09-01,uk,false,21
2022-11-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,25.47,,,,,,-8.22,,2022-10-01,2022-10-01,uk,false,21
2022-12-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,26.16,,,Fqu+/F0rn1G4YP3f3yHA1Q==,,0.69,,,2022-11-01,2022-11-01,uk,false,21
2022-07-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,57.39,fuL+cD0zV6Gn4ypTYmXUgw==,57.39,,,,,,,2022-06-01,uk,false,16
2022-08-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,57.60,,,,,0.21,,,2022-07-01,2022-07-01,uk,false,16
2022-09-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,96.66,,,,,39.06,,,2022-08-01,2022-08-01,uk,false,16
2022-10-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,86.01,,,,,,-10.65,,2022-09-01,2022-09-01,uk,false,16
2022-11-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,85.32,,,,,,-0.69,,2022-10-01,2022-10-01,uk,false,16
2022-12-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,14.97,,,fuL+cD0zV6Gn4ypTYmXUgw==,,,-70.35,,2022-11-01,2022-11-01,uk,false,16
2022-07-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,72.57,fvYhEtD56gROaXqCi9/z/Q==,72.57,,,,,,,2022-06-01,uk,false,19
2022-08-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,133.05,,,,,60.48,,,2022-07-01,2022-07-01,uk,false,19
2022-09-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,52.32,,,,,,-80.73,,2022-08-01,2022-08-01,uk,false,19
2022-10-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,67.17,,,,,14.85,,,2022-09-01,2022-09-01,uk,false,19
2022-11-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,96.30,,,,,29.13,,,2022-10-01,2022-10-01,uk,false,19
2022-12-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,131.10,,,fvYhEtD56gROaXqCi9/z/Q==,,34.80,,,2022-11-01,2022-11-01,uk,false,19
2022-03-01,Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,12.54,Fx9+2aYPOHAS3fdXpLQ9Pg==,12.54,,12.54,,,,,2022-02-01,ru,false,35
2022-05-01,Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,31.56,,,Fx9+2aYPOHAS3fdXpLQ9Pg==,,,,31.56,2022-03-01,2022-04-01,ru,false,35
2022-05-01,fXlo39/YD2z9SEVShTXp6w==,game 3,17.34,fXlo39/YD2z9SEVShTXp6w==,17.34,fXlo39/YD2z9SEVShTXp6w==,,,,,,2022-04-01,uk,false,34
2022-09-01,G073LR6lQoatStpZMzNVOQ==,game 3,35.10,G073LR6lQoatStpZMzNVOQ==,35.10,,,,,,,2022-08-01,uk,false,25
2022-10-01,G073LR6lQoatStpZMzNVOQ==,game 3,16.65,,,,,,-18.45,,2022-09-01,2022-09-01,uk,false,25
2022-11-01,G073LR6lQoatStpZMzNVOQ==,game 3,94.32,,,,,77.67,,,2022-10-01,2022-10-01,uk,false,25
2022-12-01,G073LR6lQoatStpZMzNVOQ==,game 3,89.70,,,G073LR6lQoatStpZMzNVOQ==,,,-4.62,,2022-11-01,2022-11-01,uk,false,25
2022-07-01,G9053rs6jbKItKUhrUdLew==,game 3,47.01,G9053rs6jbKItKUhrUdLew==,47.01,,,,,,,2022-06-01,uk,false,27
2022-08-01,G9053rs6jbKItKUhrUdLew==,game 3,41.94,,,,,,-5.07,,2022-07-01,2022-07-01,uk,false,27
2022-09-01,G9053rs6jbKItKUhrUdLew==,game 3,64.95,,,,64.95,23.01,,,2022-08-01,2022-08-01,uk,false,27
2022-11-01,G9053rs6jbKItKUhrUdLew==,game 3,103.92,,,,,,,103.92,2022-09-01,2022-10-01,uk,false,27
2022-12-01,G9053rs6jbKItKUhrUdLew==,game 3,17.22,,,G9053rs6jbKItKUhrUdLew==,,,-86.70,,2022-11-01,2022-11-01,uk,false,27
2022-04-01,GEAVJz1gd3SThbDZR01fcA==,game 3,87.36,GEAVJz1gd3SThbDZR01fcA==,87.36,,,,,,,2022-03-01,uk,false,14
2022-05-01,GEAVJz1gd3SThbDZR01fcA==,game 3,48.30,,,,,,-39.06,,2022-04-01,2022-04-01,uk,false,14
2022-06-01,GEAVJz1gd3SThbDZR01fcA==,game 3,36.06,,,,,,-12.24,,2022-05-01,2022-05-01,uk,false,14
2022-07-01,GEAVJz1gd3SThbDZR01fcA==,game 3,75.36,,,,75.36,39.30,,,2022-06-01,2022-06-01,uk,false,14
2022-09-01,GEAVJz1gd3SThbDZR01fcA==,game 3,60.06,,,,,,,60.06,2022-07-01,2022-08-01,uk,false,14
2022-10-01,GEAVJz1gd3SThbDZR01fcA==,game 3,26.22,,,GEAVJz1gd3SThbDZR01fcA==,,,-33.84,,2022-09-01,2022-09-01,uk,false,14
2022-06-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,51.24,geIiJ1L04w2qAE0qzQUb2g==,51.24,,,,,,,2022-05-01,uk,false,23
2022-07-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,107.07,,,,,55.83,,,2022-06-01,2022-06-01,uk,false,23
2022-08-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,30.18,,,,,,-76.89,,2022-07-01,2022-07-01,uk,false,23
2022-09-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,22.92,,,,,,-7.26,,2022-08-01,2022-08-01,uk,false,23
2022-10-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,37.17,,,,,14.25,,,2022-09-01,2022-09-01,uk,false,23
2022-11-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,21.54,,,geIiJ1L04w2qAE0qzQUb2g==,,,-15.63,,2022-10-01,2022-10-01,uk,false,23
2022-12-01,GeLWEsTiQ25xFxDGxLyEJg==,game 3,16.5,GeLWEsTiQ25xFxDGxLyEJg==,16.5,GeLWEsTiQ25xFxDGxLyEJg==,,,,,,2022-11-01,uk,false,26
2022-11-01,GetHmCsisRTAnwhuBEMa9Q==,game 3,119.55,GetHmCsisRTAnwhuBEMa9Q==,119.55,,,,,,,2022-10-01,ru,false,16
2022-12-01,GetHmCsisRTAnwhuBEMa9Q==,game 3,160.38,,,GetHmCsisRTAnwhuBEMa9Q==,,40.83,,,2022-11-01,2022-11-01,ru,false,16
2022-03-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,17.13,Ghk2iJmzSUW4qLsmJgwOcw==,17.13,,,,,,,2022-02-01,uk,false,16
2022-04-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,128.40,,,,,111.27,,,2022-03-01,2022-03-01,uk,false,16
2022-05-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,67.29,,,,,,-61.11,,2022-04-01,2022-04-01,uk,false,16
2022-06-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,82.80,,,,,15.51,,,2022-05-01,2022-05-01,uk,false,16
2022-07-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,45.96,,,,,,-36.84,,2022-06-01,2022-06-01,uk,false,16
2022-08-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,77.82,,,,77.82,31.86,,,2022-07-01,2022-07-01,uk,false,16
2022-10-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,152.43,,,,,,,152.43,2022-08-01,2022-09-01,uk,false,16
2022-11-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,76.14,,,,,,-76.29,,2022-10-01,2022-10-01,uk,false,16
2022-12-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,48.75,,,Ghk2iJmzSUW4qLsmJgwOcw==,,,-27.39,,2022-11-01,2022-11-01,uk,false,16
2022-08-01,GjL6ipu28pHPFxZJPuplNQ==,game 3,16.44,GjL6ipu28pHPFxZJPuplNQ==,16.44,GjL6ipu28pHPFxZJPuplNQ==,,,,,,2022-07-01,uk,false,28
2022-05-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,64.65,GOl6BQXsy0zvbvIWIoKEQw==,64.65,,64.65,,,,,2022-04-01,ru,false,18
2022-07-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,114.75,,,,,,,114.75,2022-05-01,2022-06-01,ru,false,18
2022-08-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,76.23,,,,,,-38.52,,2022-07-01,2022-07-01,ru,false,18
2022-09-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,18.27,,,,,,-57.96,,2022-08-01,2022-08-01,ru,false,18
2022-10-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,139.68,,,,,121.41,,,2022-09-01,2022-09-01,ru,false,18
2022-11-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,53.49,,,GOl6BQXsy0zvbvIWIoKEQw==,,,-86.19,,2022-10-01,2022-10-01,ru,false,18
2022-09-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,18.12,G+PCL1Jo+k4D3zpLGa3+aQ==,18.12,,,,,,,2022-08-01,uk,true,25
2022-10-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,23.1,,,,,4.98,,,2022-09-01,2022-09-01,uk,true,25
2022-11-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,21.66,,,,,,-1.44,,2022-10-01,2022-10-01,uk,true,25
2022-12-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,54.00,,,G+PCL1Jo+k4D3zpLGa3+aQ==,,32.34,,,2022-11-01,2022-11-01,uk,true,25
2022-04-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,55.86,gPRMy8HkmaiyX+13OxuP/A==,55.86,,,,,,,2022-03-01,ru,false,21
2022-05-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,22.17,,,,,,-33.69,,2022-04-01,2022-04-01,ru,false,21
2022-06-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,41.52,,,,,19.35,,,2022-05-01,2022-05-01,ru,false,21
2022-07-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,85.17,,,,,43.65,,,2022-06-01,2022-06-01,ru,false,21
2022-08-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,17.4,,,,,,-67.77,,2022-07-01,2022-07-01,ru,false,21
2022-09-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,53.52,,,,,36.12,,,2022-08-01,2022-08-01,ru,false,21
2022-10-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,38.22,,,,,,-15.30,,2022-09-01,2022-09-01,ru,false,21
2022-11-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,29.34,,,gPRMy8HkmaiyX+13OxuP/A==,,,-8.88,,2022-10-01,2022-10-01,ru,false,21
2022-04-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,35.55,Grpkzd4XIHh+ZbTMNxnUGg==,35.55,,,,,,,2022-03-01,ru,false,30
2022-05-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,41.88,,,,,6.33,,,2022-04-01,2022-04-01,ru,false,30
2022-06-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,14.49,,,,14.49,,-27.39,,2022-05-01,2022-05-01,ru,false,30
2022-10-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,17.16,,,Grpkzd4XIHh+ZbTMNxnUGg==,,,,17.16,2022-06-01,2022-09-01,ru,false,30
2022-07-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,92.19,gT0iqDKuIXNm4ceMd9eZ1A==,92.19,,,,,,,2022-06-01,uk,false,20
2022-08-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,57.78,,,,,,-34.41,,2022-07-01,2022-07-01,uk,false,20
2022-09-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,49.95,,,,,,-7.83,,2022-08-01,2022-08-01,uk,false,20
2022-10-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,38.85,,,,,,-11.10,,2022-09-01,2022-09-01,uk,false,20
2022-11-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,48.15,,,,,9.30,,,2022-10-01,2022-10-01,uk,false,20
2022-12-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,23.34,,,gT0iqDKuIXNm4ceMd9eZ1A==,,,-24.81,,2022-11-01,2022-11-01,uk,false,20
2022-06-01,GUNmu9bjwltT1/vYgzDEDQ==,game 3,13.56,GUNmu9bjwltT1/vYgzDEDQ==,13.56,GUNmu9bjwltT1/vYgzDEDQ==,,,,,,2022-05-01,uk,true,16
2022-08-01,gxZPbCoYIu8slavUm05KGA==,game 3,19.8,gxZPbCoYIu8slavUm05KGA==,19.8,,,,,,,2022-07-01,ru,false,14
2022-09-01,gxZPbCoYIu8slavUm05KGA==,game 3,49.50,,,,,29.70,,,2022-08-01,2022-08-01,ru,false,14
2022-10-01,gxZPbCoYIu8slavUm05KGA==,game 3,14.91,,,,,,-34.59,,2022-09-01,2022-09-01,ru,false,14
2022-11-01,gxZPbCoYIu8slavUm05KGA==,game 3,29.22,,,,,14.31,,,2022-10-01,2022-10-01,ru,false,14
2022-12-01,gxZPbCoYIu8slavUm05KGA==,game 3,34.14,,,gxZPbCoYIu8slavUm05KGA==,,4.92,,,2022-11-01,2022-11-01,ru,false,14
2022-04-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,14.34,H2Tik+BqoLgAQX4uSw/8vA==,14.34,,,,,,,2022-03-01,uk,false,30
2022-05-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,12.09,,,,,,-2.25,,2022-04-01,2022-04-01,uk,false,30
2022-06-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,51.21,,,,,39.12,,,2022-05-01,2022-05-01,uk,false,30
2022-07-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,18.12,,,,18.12,,-33.09,,2022-06-01,2022-06-01,uk,false,30
2022-09-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,26.73,,,H2Tik+BqoLgAQX4uSw/8vA==,,,,26.73,2022-07-01,2022-08-01,uk,false,30
2022-03-01,H44DjZG42orzuBXLai7JkA==,game 3,13.32,H44DjZG42orzuBXLai7JkA==,13.32,H44DjZG42orzuBXLai7JkA==,,,,,,2022-02-01,ru,false,29
2022-04-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,42.24,Hamw6F2EZmJfI2glmE2NEg==,42.24,,,,,,,2022-03-01,ru,true,24
2022-05-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,15.6,,,,,,-26.64,,2022-04-01,2022-04-01,ru,true,24
2022-06-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,32.07,,,,,16.47,,,2022-05-01,2022-05-01,ru,true,24
2022-07-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,55.89,,,,,23.82,,,2022-06-01,2022-06-01,ru,true,24
2022-08-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,36.27,,,,,,-19.62,,2022-07-01,2022-07-01,ru,true,24
2022-09-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,20.91,,,,,,-15.36,,2022-08-01,2022-08-01,ru,true,24
2022-10-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,19.02,,,,,,-1.89,,2022-09-01,2022-09-01,ru,true,24
2022-11-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,20.97,,,Hamw6F2EZmJfI2glmE2NEg==,,1.95,,,2022-10-01,2022-10-01,ru,true,24
2022-07-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,117.78,hi1ErLiMLDP0HWvMqLKv6g==,117.78,,,,,,,2022-06-01,ru,false,18
2022-08-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,32.13,,,,,,-85.65,,2022-07-01,2022-07-01,ru,false,18
2022-09-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,79.56,,,,,47.43,,,2022-08-01,2022-08-01,ru,false,18
2022-10-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,55.11,,,,,,-24.45,,2022-09-01,2022-09-01,ru,false,18
2022-11-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,62.55,,,,,7.44,,,2022-10-01,2022-10-01,ru,false,18
2022-12-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,82.41,,,hi1ErLiMLDP0HWvMqLKv6g==,,19.86,,,2022-11-01,2022-11-01,ru,false,18
2022-03-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,27.6,HJccOn6v5KHqBa8wRu42oQ==,27.6,,27.6,,,,,2022-02-01,uk,false,20
2022-05-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,18.84,,,,18.84,,,18.84,2022-03-01,2022-04-01,uk,false,20
2022-07-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,25.2,,,,25.2,,,25.2,2022-05-01,2022-06-01,uk,false,20
2022-09-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,28.14,,,HJccOn6v5KHqBa8wRu42oQ==,,,,28.14,2022-07-01,2022-08-01,uk,false,20
2022-10-01,hJC/g1L2PFnPlGoqsvD2/g==,game 3,28.95,hJC/g1L2PFnPlGoqsvD2/g==,28.95,,,,,,,2022-09-01,ru,false,26
2022-11-01,hJC/g1L2PFnPlGoqsvD2/g==,game 3,36.93,,,hJC/g1L2PFnPlGoqsvD2/g==,,7.98,,,2022-10-01,2022-10-01,ru,false,26
2022-06-01,HjI8n/FVfaGZ4bIEwrZPGw==,game 3,31.80,HjI8n/FVfaGZ4bIEwrZPGw==,31.80,HjI8n/FVfaGZ4bIEwrZPGw==,,,,,,2022-05-01,ru,false,29
2022-04-01,hkNuy6dTFIFcsQQfT5YkwQ==,game 3,20.25,hkNuy6dTFIFcsQQfT5YkwQ==,20.25,hkNuy6dTFIFcsQQfT5YkwQ==,,,,,,2022-03-01,uk,false,21
2022-10-01,HQB3hZuYcu0z8jVIl5bbug==,game 3,61.80,HQB3hZuYcu0z8jVIl5bbug==,61.80,,,,,,,2022-09-01,uk,false,17
2022-11-01,HQB3hZuYcu0z8jVIl5bbug==,game 3,12.81,,,,,,-48.99,,2022-10-01,2022-10-01,uk,false,17
2022-12-01,HQB3hZuYcu0z8jVIl5bbug==,game 3,22.26,,,HQB3hZuYcu0z8jVIl5bbug==,,9.45,,,2022-11-01,2022-11-01,uk,false,17
2022-04-01,HRBsRwGu5mkTvZBTNpA0tQ==,game 3,59.64,HRBsRwGu5mkTvZBTNpA0tQ==,59.64,,,,,,,2022-03-01,ru,false,17
2022-05-01,HRBsRwGu5mkTvZBTNpA0tQ==,game 3,20.85,,,HRBsRwGu5mkTvZBTNpA0tQ==,,,-38.79,,2022-04-01,2022-04-01,ru,false,17
2022-04-01,hRkRI5YBVIH6bbqIDTbung==,game 3,67.26,hRkRI5YBVIH6bbqIDTbung==,67.26,,,,,,,2022-03-01,uk,false,19
2022-05-01,hRkRI5YBVIH6bbqIDTbung==,game 3,16.44,,,hRkRI5YBVIH6bbqIDTbung==,,,-50.82,,2022-04-01,2022-04-01,uk,false,19
2022-07-01,hvvcK5gx+FdZE6DZA3df+Q==,game 3,13.92,hvvcK5gx+FdZE6DZA3df+Q==,13.92,hvvcK5gx+FdZE6DZA3df+Q==,,,,,,2022-06-01,uk,false,29
2022-07-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,28.23,HWpnvfSvYzUsQCcCKhetIg==,28.23,,,,,,,2022-06-01,uk,false,19
2022-08-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,102.48,,,,,74.25,,,2022-07-01,2022-07-01,uk,false,19
2022-09-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,36.90,,,,,,-65.58,,2022-08-01,2022-08-01,uk,false,19
2022-10-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,67.02,,,,,30.12,,,2022-09-01,2022-09-01,uk,false,19
2022-11-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,73.20,,,,,6.18,,,2022-10-01,2022-10-01,uk,false,19
2022-12-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,91.77,,,HWpnvfSvYzUsQCcCKhetIg==,,18.57,,,2022-11-01,2022-11-01,uk,false,19
2022-03-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,66.18,HxWcXHURvvtOJkrXAcDxQg==,66.18,,,,,,,2022-02-01,uk,false,15
2022-04-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,82.53,,,,,16.35,,,2022-03-01,2022-03-01,uk,false,15
2022-05-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,122.94,,,,,40.41,,,2022-04-01,2022-04-01,uk,false,15
2022-06-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,66.96,,,,,,-55.98,,2022-05-01,2022-05-01,uk,false,15
2022-07-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,41.67,,,,,,-25.29,,2022-06-01,2022-06-01,uk,false,15
2022-08-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,71.64,,,,,29.97,,,2022-07-01,2022-07-01,uk,false,15
2022-09-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,42.72,,,,,,-28.92,,2022-08-01,2022-08-01,uk,false,15
2022-10-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,38.40,,,,,,-4.32,,2022-09-01,2022-09-01,uk,false,15
2022-11-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,62.07,,,,,23.67,,,2022-10-01,2022-10-01,uk,false,15
2022-12-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,17.52,,,HxWcXHURvvtOJkrXAcDxQg==,,,-44.55,,2022-11-01,2022-11-01,uk,false,15
2022-12-01,hZgZSp9Xf7/Bsye+tOipCA==,game 3,62.82,hZgZSp9Xf7/Bsye+tOipCA==,62.82,hZgZSp9Xf7/Bsye+tOipCA==,,,,,,2022-11-01,ru,false,19
2022-04-01,HZqx1XVZ1mb7lM9T61x+DA==,game 3,14.61,HZqx1XVZ1mb7lM9T61x+DA==,14.61,,14.61,,,,,2022-03-01,ru,false,43
2022-08-01,HZqx1XVZ1mb7lM9T61x+DA==,game 3,13.47,,,,13.47,,,13.47,2022-04-01,2022-07-01,ru,false,43
2022-11-01,HZqx1XVZ1mb7lM9T61x+DA==,game 3,13.86,,,HZqx1XVZ1mb7lM9T61x+DA==,,,,13.86,2022-08-01,2022-10-01,ru,false,43
